test_index,cid,description,ground_truth,generated,word_length,word_bucket,token_length,token_bucket,bertzct,bertz_bucket,maccs,valid
2764,439943,"The molecule is an amino dicarboxylic acid that is 2,2'-iminodiacetic acid substituted by methyl groups at positions 2 and 2'. It is an amino dicarboxylic acid and an amino acid opine. It derives from a propionic acid. It is a conjugate acid of a 2,2'-iminodipropanoate and a 2,2'-iminodipropanoate(1-).",CC(C(=O)O)NC(C)C(=O)O,CC(C)(C(=O)O)N)C(=O)O,48,1-64,98,97-128,149.96521831153956,100-300,,False
2765,91861950,The molecule is an amino disaccharide consisting of 2-acetamido-2-deoxy-alpha-D-galactopyranose and D-galactopyranose residues joined in sequence by a (1->6) glycosidic bond. It is an amino disaccharide and a member of acetamides. It derives from a D-galactopyranose and a N-acetyl-alpha-D-galactosamine.,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1OC[C@@H]2[C@@H]([C@@H]([C@H](C(O2)O)O)O)O)CO)O)O,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1OC[C@@H]2[C@@H]([C@@H]([C@H](C(O2)O)O)O)O)CO)O)O,38,1-64,104,97-128,479.8093794712674,300-800,1.0,True
2766,9543333,"The molecule is an alpha,omega dicarboxyacyl-CoA that results from the formal condensation of the thiol group of coenzyme A with one of the carboxy groups of adipic acid. It derives from an adipic acid and a hexanoyl-CoA. It is a conjugate acid of an adipoyl-CoA(5-).",CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCCCC(=O)O)O,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCCCC(=O)O)O,45,1-64,86,65-96,1882.2721303733945,>800,1.0,True
2767,25002956,"The molecule is a tetrahydroxyflavone that is isoorientin in which the phenolic hydrogens at positions 3' and 7 have been replaced by methyl groups. It has a role as a plant metabolite. It is a flavone C-glycoside, a polyphenol, a dihydroxyflavone and a dimethoxyflavone. It derives from an isoorientin.",COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,COC1=CC2=CC(=C1O)OC)C(=C(C3=2)C=C(C=C3)OC(=O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O,49,1-64,90,65-96,1265.9865659503153,>800,,False
2768,125,The molecule is a member of the class of benzyl alcohols that is benzyl alcohol substituted by a hydroxy group at position 4. It has been isolated from Arcangelisia gusanlung. It has a role as a plant metabolite. It is a member of phenols and a member of benzyl alcohols.,C1=CC(=CC=C1CO)O,C1=CC(=CC=C1CC()O)O,50,1-64,71,65-96,178.61256853719752,100-300,,False
2769,6440615,"The molecule is an enamide obtained by the formal condensation of 2-methylpropanamine with tetradeca-2,4,8,10,12-pentaenoic acid (the 2E,4E,8Z,10E,12E stereoisomer). Isolated from Zanthoxylum piperitum, it exhibits inhibitory activity against acyl-CoA:cholesterol acyltransferase. It has a role as an EC 2.3.1.26 (sterol O-acyltransferase) inhibitor and a plant metabolite. It is an enamide and a secondary carboxamide. It derives from a 2-methylpropanamine.",C/C=C/C=C/C=C\\CC/C=C/C=C/C(=O)NCC(C)C,C/C=C/C=C/C=C/CC/C=C/C=C/C(=C(C)C,57,1-64,147,129-160,384.2224028934981,300-800,,False
2770,21676217,"The molecule is a flavone C-glycoside that is 7,4'-dihydroxyflavone substituted by a 6-O-[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]-beta-D-glucopyranosyl residue at position 8 via a C-glycosidic linkage. It has a role as a plant metabolite. It is a dihydroxyflavone and a flavone C-glycoside.",C1[C@@]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)C3=C(C=CC4=C3OC=C(C4=O)C5=CC=C(C=C5)O)O)O)O)O)O)(CO)O,C1[C@H]([C@@H]([C@H](O1)C2=CC=C(C(=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)C4=CC(=C(C=C4)O)O)O,37,1-64,119,97-128,1389.1025736946679,>800,0.8695652173913043,True
2771,49852321,"The molecule is a carbohydrate acid anion and conjugate base of 2-dehydro-3-deoxy-D-fuconic acid, formed by deprotonation of the carboxy group; major species at pH 7.3. It is a conjugate base of a 2-dehydro-3-deoxy-D-fuconic acid.",C[C@H]([C@@H](CC(=O)C(=O)[O-])O)O,C[C@H]([C@@H](CC(=O)C(=O)[O-])O)O,34,1-64,82,65-96,162.3555778371028,100-300,1.0,True
2772,14452912,The molecule is an ultra-long-chain primary fatty alcohol that is nonacosan-1-ol substituted by a methyl group at position 28. It derives from a hydride of a nonacosane.,CC(C)CCCCCCCCCCCCCCCCCCCCCCCCCCCO,CC(C)CCCCCCCCCCCCCCCCCCCCCCCCCCO,27,1-64,47,1-64,298.78680349024864,100-300,1.0,True
2773,91851695,The molecule is a mannotriose consisting of an alpha-D-mannopyranose residue and two beta-D-mannopyranose residues joined in sequence by (1->3) and (1->2) glycosidic bonds. It derives from a beta-D-Manp-(1->2)-beta-D-Manp and an alpha-D-Manp-(1->3)-beta-D-Manp.,C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O)O[C@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O)O,C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O)O)O[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,31,1-64,97,97-128,639.0746547602489,300-800,1.0,True
2774,754,The molecule is a glycerol monophosphate having the phosphate group located at position 1. It has a role as a human metabolite and an algal metabolite. It is a conjugate acid of a glycerol 1-phosphate(2-).,C(C(COP(=O)(O)O)O)O,C(C(CO)OP(=O)(O)O)O,35,1-64,59,1-64,128.9546184423832,100-300,0.875,True
2775,446156,"The molecule is (3R,5S)-3,5-dihydroxyhept-6-enoic acid in which the (7E)-hydrogen is substituted by a 4-(4-fluorophenyl)-2,6-diisopropyl-5-(methoxymethyl)pyridin-3-yl group. Formerly used (as its sodium salt) to lower cholesterol and prevent cardiovascular disease, it was withdrawn from the market worldwide in 2001 following reports of a severe form of muscle toxicity. It is a member of pyridines, a dihydroxy monocarboxylic acid and a statin (synthetic). It is a conjugate acid of a cerivastatin(1-).",CC(C)C1=C(C(=C(C(=N1)C(C)C)COC)C2=CC=C(C=C2)F)/C=C/[C@H](C[C@H](CC(=O)O)O)O,CC(C)[C@@H](C1=CC=CC(=C1)CC(C)C(CO)C2=CC=CC=C2)O)/C=C/C3=CC=C3C(=O)O,68,65-96,161,>160,969.6378038756043,>800,,False
2776,11542064,"The molecule is a synthetic macrolide that is an analogue of the marine metabolite leucascandrolide A that exhibits comparable antiproliferative properties. It has a role as an antifungal agent. It is a member of 1,3-oxazoles, a carbamate ester, an enoate ester, a macrolide, an organic heterotricyclic compound, a polycyclic ether and a semisynthetic derivative.",CCCCC[C@H]1C[C@@H]2CCC[C@H](O2)C[C@H](C[C@@H]3C[C@H](C[C@@H](O3)CC(=O)O1)OC(=O)/C=C\\CCC4=COC(=N4)/C=C\\CNC(=O)OC)OC,C[C@H]1CCC(=O)/C=C/C=C/CC(=O)[C@H]([C@]2([C@@H]([C@]1(O2)OC(=O)C)C3=CC=C4)OC(=O)OC)C)[C@@H](C)C)OC(=O)NC(=O)C,54,1-64,101,97-128,1199.1298776129975,>800,,False
2777,1254,The molecule is any secondary alcohol that is one of the eight possible diastereoisomers of 5-methyl-2-(propan-2-yl)cyclohexan-1-ol. It has a role as a volatile oil component. It is a p-menthane monoterpenoid and a secondary alcohol.,CC1CCC(C(C1)O)C(C)C,CC1=CCC(CC1)CC(C)O,34,1-64,70,65-96,120.0411847243922,100-300,0.6428571428571429,True
2778,52922418,"The molecule is a 1,2-diacyl-sn-glycero-3-phosphocholine in which the acyl groups specified at positions 1 and 2 are palmitoyl and (11Z)-eicosenoyl respectively. It has a role as a mouse metabolite. It is a 1,2-diacyl-sn-glycero-3-phosphocholine and a phosphatidylcholine 36:1. It derives from a hexadecanoic acid and an (11Z)-icos-11-enoic acid.",CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\\CCCCCCCC,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\\CCCCCCCC,47,1-64,124,97-128,938.0382570055438,>800,1.0,True
2779,52928634,"The molecule is a 1,2-diacyl-sn-glycerol 3-phosphate in which the 1- and 2-acyl substituent are specified as oleoyl and (4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl respectively; major species at pH 7.3. It derives from an oleic acid. It is a conjugate acid of a 1-oleoyl-2-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl]-sn-glycero-3-phosphate(2-).",CCCCCCCC/C=C\\CCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC,CCCCCCCC/C=C\\CCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC,39,1-64,149,129-160,1112.1656491688248,>800,1.0,True
2780,7098621,"The molecule is the zwitterion of L-cysteinylglycine resulting from the transfer of a proton from the hydroxy group of glycine to the amino group of cysteine. Major microspecies at pH 7.3. It has a role as an Escherichia coli metabolite, a Saccharomyces cerevisiae metabolite and a human metabolite. It is a tautomer of a L-cysteinylglycine.",C([C@@H](C(=O)NCC(=O)[O-])[NH3+])S,C([C@@H](C(=O)NCC(=O)[O-])[NH3+])S,55,1-64,100,97-128,161.8065198803332,100-300,1.0,True
2781,114629,The molecule is a D-5-monosubstituted hydantoin in which the substituent is specified as 2-(methylthio)ethyl. It derives from a D-methionine. It is an enantiomer of a (S)-5-[2-(methylthio)ethyl]hydantoin.,CSCC[C@@H]1C(=O)NC(=O)N1,CSCC[C@H]1C(=O)NC(=O)N1,26,1-64,72,65-96,183.42109659617785,100-300,1.0,True
2782,71581128,The molecule is a ribonucleoside 5'-monophosphate that is wyosine 5'-monophosphate substituted at position 7 by a 3-amino-3-carboxypropyl group. It derives from a guanosine. It is a tautomer of a 7-(3-amino-3-carboxypropyl)wyosine 5'-monophosphate zwitterion.,CC1=C(N2C(=O)C3=C(N(C2=N1)C)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)COP(=O)(O)O)O)O)CC[C@@H](C(=O)O)N,CC1=C(N2C(=O)C3=C(N(C2=N1)C)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)CC[C@@H](C(=O)O)N,32,1-64,94,65-96,1392.0610834627166,>800,0.8658536585365854,True
2783,118987353,The molecule is an S-substituted glutathione(1-) obtained by deprotonation of the the two carboxy groups and protonation of the amino group of S-(2-formyl-2-methylbut-3-en-2-yl)-glutathione; major species at pH 7.3. It is a conjugate base of a S-(2-methyl-1-oxobut-3-en-2-yl)glutathione.,CC(C=C)(C=O)SC[C@@H](C(=O)NCC(=O)[O-])NC(=O)CC[C@@H](C(=O)[O-])[NH3+],CC(C=C)(C=O)SC[C@@H](C(=O)NCC(=O)[O-])NC(=O)C[C@@H](C(=O)[O-])[NH3+],36,1-64,108,97-128,559.4432665042646,300-800,0.8888888888888888,True
2784,25200461,The molecule is the oxoanion obtained by selective deprotonation of the 7-hydroxy group of kievitone; major species at pH 7.3. It is a conjugate base of a kievitone.,CC(=CCC1=C(C=C(C2=C1OCC(C2=O)C3=C(C=C(C=C3)O)O)O)[O-])C,COC1=CC2=C(C=C1)C(=O)CC2=C(C(=C(CC2=O)O)O)[O-],28,1-64,49,1-64,909.0028050981856,>800,,False
2785,71728374,The molecule is a 1-acyl-2-arachidonoyl-sn-glycero-3-phosphate(2-) in which the 1-acyl substituent is specified as oleoyl. It is a conjugate base of a 1-oleoyl-2-arachidonoyl-sn-glycero-3-phosphate.,CCCCCCCC/C=C\\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])[O-])OC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC,CCCCCCCC/C=C\\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])[O-])OC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC,22,1-64,86,65-96,994.5305355113773,>800,1.0,True
2786,85519,The molecule is an acetate ester obtained by the formal condensation of the hydroxy group of 3-(methylsulfanyl)propan-1-ol with acetic acid. It has a role as a metabolite. It is an acetate ester and a methyl sulfide. It derives from a 3-methylthiopropanol.,CC(=O)OCCCSC,CS(CC(=O)C)O,41,1-64,74,65-96,83.12704561867443,<100,0.3333333333333333,True
2787,51520636,The molecule is a 2-amino-Delta(2)-thiazoline-4-carboxylic acid zwitterion that has S-configuration. The major species at pH 7.3. It is an enantiomer of a L-2-amino-Delta(2)-thiazoline-4-carboxylic acid zwitterion. It is a tautomer of a D-2-amino-Delta(2)-thiazoline-4-carboxylic acid.,C1[C@@H]([NH+]=C(S1)N)C(=O)[O-],C1[C@@H]([NH+]=C(S1)N)C(=O)[O-],33,1-64,112,97-128,167.9505705238371,100-300,1.0,True
2788,86289575,The molecule is a 1-alkyl-sn-glycerol 3-phosphate(2-) obtained by deprotonation of the phosphate OH groups of 1-oleyl-sn-glycero-3-phosphate; major species at pH 7.3. It is a conjugate base of a 1-oleyl-sn-glycero-3-phosphate.,CCCCCCCC/C=C\\CCCCCCCCOC[C@H](COP(=O)([O-])[O-])O,CCCCCCCC/C=C\\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])[O-])O,29,1-64,87,65-96,396.35704599147437,300-800,0.875,True
2789,86583463,"The molecule is a 2-hydroxy fatty acid anion that is the conjugate base of 2-hydroxynervonic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3. It derives from a (15Z)-tetracosenoate.",CCCCCCCC/C=C\\CCCCCCCCCCCCC(C(=O)[O-])O,CCCCCCCC/C=C\\CCCCCCCCCCCC(C(=O)[O-])O,33,1-64,67,65-96,338.51798691660036,300-800,1.0,True
2790,14355116,"The molecule is a member of the class of benzaldehydes that is benzaldehyde substituted by hydroxy groups at positions 3 and 6, a prenyl group at position 5 and a a hept-5-en-1-yl at position 2. Isolated from Chaetomium globosum and other fungal species, it exhibits radical scavenging activities. It has a role as a radical scavenger, a fungal metabolite and a Chaetomium metabolite. It is a member of benzaldehydes and a member of hydroquinones.",C/C=C/CCCCC1=C(C=C(C(=C1C=O)O)CC=C(C)C)O,CC(=CCC1=C(C(=CC(=C1O)O)C(=O)C=C=O)CC=C(C)C,74,65-96,119,97-128,564.5332947966981,300-800,,False
2791,10053416,"The molecule is a marine macrodiolide that is isolated from the sponge Mycale hentscheli and exhibits anticancer and antiviral properties It has a role as a marine metabolite, an antiviral agent, an antineoplastic agent and a eukaryotic initiation factor 4F inhibitor. It is a member of 1,3-thiazoles, a tertiary amino compound, a primary amino compound, an olefinic compound and a macrodiolide.",C[C@H]1C[C@H](CC(=O)O[C@H](C/C(=C/C=C\\C(=O)O[C@@H](CC2=NC1=CS2)/C=C(\\C)/C=C/C(=C/CN(C)C)/C)/C)C)N,CC[C@@H](C=C\\C(=C)/C[C@@H](C[C@@H]([C@H](C[C@@H](C)OC)NC(=O)O1)CC(=O)C)CO,61,1-64,102,97-128,1112.8213143446385,>800,,False
2792,132282459,"The molecule is a hydroxy fatty acid ascaroside anion that is the conjugate base of oscr#25, obtained by deprotonation of the carboxy group; major species at pH 7.3. It is a conjugate base of an oscr#25.",C[C@H]1[C@@H](C[C@H]([C@@H](O1)OCCCCCCCCCCCC/C=C/C(=O)[O-])O)O,C[C@H]1[C@@H](C[C@H]([C@@H](O1)OCCCCCCCCCCCC/C=C/C(=O)[O-])O)O,36,1-64,66,65-96,411.4760126974453,300-800,1.0,True
2793,56844015,"The molecule is a glycine derivative that is the amide obtained by formal condensation of the carboxy group of N-(2,5-dichlorobenzoyl)glycine with the amino group of 2,2'-{2-[(1R)-1-amino-3-methylbutyl]-5-oxo-1,3,2-dioxaborolane-4,4-diyl}diacetic acid. A prodrug for ixazomib that is used in combination therapy for treatment of multiple myeloma. It has a role as a prodrug, a proteasome inhibitor, an orphan drug, an antineoplastic agent and an apoptosis inducer. It is a glycine derivative, a member of benzamides, a dichlorobenzene, an oxo dicarboxylic acid and a 1,3,2-dioxaborolane. It derives from an ixazomib.",B1(OC(=O)C(O1)(CC(=O)O)CC(=O)O)[C@H](CC(C)C)NC(=O)CNC(=O)C2=C(C=CC(=C2)Cl)Cl,CN(C1=CNC2=CC=C1)Cl)C(=O)CN=C(C(=C2)C(=O)NC(=O)CN(C=C3)C(=O)O,85,65-96,209,>160,972.7908887945079,>800,,False
2794,1752,The molecule is a member of the class of phenols that is phenol which is para-substituted with a nonyl group. It has a role as an environmental contaminant.,CCCCCCCCCC1=CC=C(C=C1)O,CCCCCCCC1=CC=C1CO,28,1-64,42,1-64,263.2683698322741,100-300,0.4827586206896552,True
2795,62887,"The molecule is a diester that is the (1R,1'R,2R,2'R)-diastereoisomer of atracurium, a quaternary ammonium ion consisting of pentane-1,5-diol with both hydroxy functions bearing 3-[1-(3,4-dimethoxybenzyl)-6,7-dimethoxy-2-methyl-3,4-dihydroisoquinolinium-2(1H)-yl]propanoyl groups. The active species in the skeletal muscle relaxant cisatracurium besylate. It has a role as a muscle relaxant and a nicotinic antagonist. It is a diester and a quaternary ammonium ion.",C[N@@+]1(CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N@+]4(CCC5=CC(=C(C=C5[C@H]4CC6=CC(=C(C=C6)OC)OC)OC)OC)C,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5[C@H]4CC6=CC(=C(C=C6)OC)OC)OC)OC)C,56,1-64,162,>160,2158.836594409459,>800,1.0,True
2796,14079,"The molecule is a pyrrole carrying an acetyl substituent at the 2-position. It is a member of pyrroles, a methyl ketone and an aromatic ketone.",CC(=O)C1=CC=CN1,CC(=O)C1=CC=CN1C,25,1-64,42,1-64,176.41842212960407,100-300,0.5833333333333334,True
2797,9548624,The molecule is a hydroxy-alkylglucosinolic acid that consists of 1-thio-beta-D-glucopyranose attached to a 3-hydroxy-3-methyl-N-(sulfooxy)butanimidoyl group at the anomeric sulfur. It derives from an isobutylglucosinolic acid. It is a conjugate acid of a glucoconringiin(1-).,CC(C)(C/C(=N\\OS(=O)(=O)O)/S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O,CC(C)C/C(=N/OS(=O)(=O)O)/S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,33,1-64,100,97-128,543.4978609823876,300-800,0.9692307692307692,True
2798,24793927,"The molecule is an N-acylpiperidine obtained by formal condensation of the carboxy group of 5-[(3-methoxyphenoxy)methyl]-1,2-oxazole-3-carboxylic acid with the secondary amino group of 4-(pyridin-4-yl)piperidine. It has a role as a P450 inhibitor. It is a N-acylpiperidine, an aromatic amide, an aromatic ether, a member of isoxazoles, a member of pyridines and a ring assembly.",COC1=CC(=CC=C1)OCC2=CC(=NO2)C(=O)N3CCC(CC3)C4=CC=NC=C4,COC1=C(C=C2=CC=NC=C2)C(=O)C3=NOC(=C3)COC4=CC5=C=CC=NC=C4,53,1-64,123,97-128,949.4559345202006,>800,,False
2799,9409,"The molecule is an organic sodium salt that is the tetrasodium salt of 6,6'-{(3,3'-dimethyl[1,1'-biphenyl]-4,4'-diyl)bis[diazene-2,1-diyl]}bis(4-amino-5-hydroxynaphthalene-1,3-disulfonate). It is sometimes used as a counterstain, especially in fluorescent methods to suppress background autofluorescence. It has a role as a histological dye, a fluorochrome, a teratogenic agent and a sodium channel blocker. It contains an Evans blue(4-).",CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C3)C(=CC(=C4N)S(=O)(=O)[O-])S(=O)(=O)[O-])O)C)N=NC5=C(C6=C(C=C5)C(=CC(=C6N)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+].[Na+].[Na+],CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C3)C(=CC(=C4N)S(=O)(=O)[O-])S(=O)(=O)[O-])C)C)N=NC5=C(C6=C(C=C5)S(=CC(=C6N)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],52,1-64,141,129-160,3100.9320092865214,>800,,False
2800,7518,The molecule is an N-substituted amine that is a derivative of aniline in which one of the amino hydrogen atoms is replaced with a hydroxy substituent.,C1=CC=C(C=C1)NO,C1=CC=C(C=C1)N,26,1-64,40,1-64,149.87452390041133,100-300,0.45,True
2801,86289672,The molecule is an (omega-1)-hydroxy fatty acid ascaroside obtained by formal condensation of the alcoholic hydroxy group of (7R)-7-hydroxyoctanoic acid with ascarylopyranose (the alpha anomer). It is a metabolite of the nematode Caenorhabditis elegans. It has a role as a Caenorhabditis elegans metabolite. It is a monocarboxylic acid and an (omega-1)-hydroxy fatty acid ascaroside. It derives from a (7R)-7-hydroxyoctanoic acid. It is a conjugate acid of an ascr#14(1-).,C[C@H]1[C@@H](C[C@H]([C@@H](O1)O[C@H](C)CCCCCC(=O)O)O)O,C[C@H]1[C@@H](C[C@H]([C@@H](O1)O[C@H](C)CCCCCC(=O)O)O)O,68,65-96,154,129-160,295.388715702013,100-300,1.0,True
2802,53297389,"The molecule is a methyl ester derived from (1R,2S)-2,5,7-trihydroxy-2-methyl-4,6,11-trioxo-1,2,3,4,6,11-hexahydrotetracene-1-carboxylic acid. It has a role as a bacterial metabolite. It is a member of tetracenes, a methyl ester, a tertiary alcohol, a polyketide, a member of tetracenequinones and a member of p-quinones. It is a conjugate acid of a nogalaviketone(1-).",C[C@@]1(CC(=O)C2=C(C3=C(C=C2[C@H]1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)O,C[C@@H]1[C@H](CC(=O)C2=C(C(=C(C(=C2C1=O)OC)C4=C(C3=CC=CC(=O)O)O)C(=O)OC)O,49,1-64,141,129-160,1141.8554822329104,>800,,False
2803,91850119,The molecule is a glycosylglucose consisting of a beta-L-fucosyl residue and an alpha-D-glucopyranose residue joined in sequence by a (1->6) glycosidic bond. It derives from a beta-L-fucose and an alpha-D-glucose.,C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O)O)O)O)O)O)O,C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O)O)O)O)O)O)O,30,1-64,74,65-96,333.8161378575162,300-800,1.0,True
2804,129011071,"The molecule is a 3-oxo-Delta(4) steroid that is progesterone substituted by hydroxy groups at positions 6, 16 and 17 (6beta,16alpha,17alpha-stereoisomer). It is a 16alpha-hydroxy steroid, a 20-oxo steroid, a 3-oxo-Delta(4) steroid, a C21-steroid, a 17alpha-hydroxy steroid and a tertiary alpha-hydroxy ketone. It derives from a progesterone. It derives from a hydride of a pregnane.",CC(=O)[C@]1([C@@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@H](C4=CC(=O)CC[C@]34C)O)C)O)O,CC(=O)[C@]1([C@@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC4=CC(=O)CC[C@]34C)C)O)O,54,1-64,122,97-128,698.5150061435747,300-800,1.0,True
2805,86290118,"The molecule is a 3-{2-[4-(6-fluoro-1,2-benzoxazol-3-yl)piperidin-1-yl]ethyl}-2-methyl-4-oxo-6,7,8,9-tetrahydropyrido[1,2-a]pyrimidin-9-yl hexadecanoate that is the (S)-enantiomer of paliperidone palmitate. It is an enantiomer of a (R)-paliperidone palmitate.",CCCCCCCCCCCCCCCC(=O)O[C@H]1CCCN2C1=NC(=C(C2=O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F)C,CCCCCCCCCCCCCCCC(=O)O[C@@H]1CCCN2C1=NC(=C(C2=O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F)C,21,1-64,125,97-128,1509.6141517097824,>800,1.0,True
2806,166589,The molecule is a hydrate that is the monohydrate of the dihydrochloride salt of pramiprexole. It has a role as a dopamine agonist and an antiparkinson drug. It contains a member of pramipexole hydrochloride anhydrous and a pramipexole(2+).,CCCN[C@H]1CCC2=C(C1)SC(=N2)N.O.Cl.Cl,CCCN[C@H]1CCC2=C(C1)SC(=N2)N.Cl.Cl,38,1-64,71,65-96,322.49969665988806,300-800,0.9574468085106383,True
2807,44575331,"The molecule is the (R)-enantiomer of 2,6-dimethylheptyl sulfate. It has been isolated from Daphnia pulex. It is a conjugate base of a (2R)-2,6-dimethylheptyl hydrogen sulfate. It is an enantiomer of a (2S)-2,6-dimethylheptyl sulfate.",C[C@H](CCCC(C)C)COS(=O)(=O)[O-],C[C@H](CCCC(C)C)COS(=O)(=O)[O-],33,1-64,87,65-96,233.19650923916245,100-300,1.0,True
2808,10477690,"The molecule is a 3-oxo steroid that is andrastin C in which the acetoxy group at the 3beta position has undergone formal oxidative cleavage to afford the corresponding 3-oxo derivative. A farnesyltransferase inhibitor produced by Penicillium roqueforti, a filamentous fungus involved in the ripening of several kinds of blue cheeses. It has a role as a Penicillium metabolite and an EC 2.5.1.58 (protein farnesyltransferase) inhibitor. It is a 3-oxo steroid, a 15-hydroxy steroid, a 5beta steroid, a 17-oxo steroid, an enol, a meroterpenoid and a methyl ester. It is a conjugate acid of an andrastin D(1-).",CC1=C[C@H]2[C@@]3(CCC(=O)C([C@H]3CC[C@@]2([C@]4([C@@]1(C(=C(C4=O)C)O)C)C(=O)OC)C)(C)C)C,CC1=C[C@@H]2[C@](CC[C@H]3[C@]2(CC[C@@H](C3(C)C)OC(=O)C)CO)([C@]4([C@@]1(C(=C(C4=O)(C)C)OC(=O)OC)C,96,65-96,172,>160,970.2817586183986,>800,,False
2809,49866400,"The molecule is a nucleotide-amino acid that is the N(6)-L-threonylcarbamoyl derivative of 2-methylthioadenine 5'-monophosphate. It is a nucleotide-amino acid, a member of ureas, an aryl sulfide and a L-threonine derivative. It derives from an adenosine 5'-monophosphate.",C[C@H]([C@@H](C(=O)O)NC(=O)NC1=C2C(=NC(=N1)SC)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)O,C[C@H]([C@@H](C(=O)O)NC(=O)NC1=C2C(=NC(=S)N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)O,36,1-64,91,65-96,1142.642769487519,>800,0.9620253164556962,True
